log_text,block_id,error_count,duration,test_failed,coverage,cpu_usage,memory_usage,past_failures,status,Failure_Risk,Performance_Risk,Test_Risk,Security_Risk
081111 044812 19 INFO dfs.FSDataset: Deleting block blk_9142114171015520823 file /mnt/hadoop/dfs/data/current/subdir48/blk_9142114171015520823,blk_9142114171015520823,1,108,1,83,60,25,0,0,0,0,1,0
081111 070055 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.121.224:50010 is added to blk_3134656542322449478 size 67108864,blk_3134656542322449478,1,61,2,88,58,29,1,0,0,0,1,0
081110 015334 5970 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3070718541088657475 terminating,blk_3070718541088657475,0,47,0,100,56,51,0,0,0,0,0,0
081111 032416 18576 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_5018765878120211503 terminating,blk_5018765878120211503,1,74,1,92,37,31,0,0,0,0,0,0
081111 084148 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-4595094649363595358 size 67108864,blk_-4595094649363595358,0,88,1,98,44,39,0,0,0,0,1,0
081111 084728 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0/part-01649. blk_-5581540863377925517,blk_-5581540863377925517,2,52,1,96,37,46,1,0,0,0,1,0
081111 075657 23748 INFO dfs.DataNode$DataXceiver: Receiving block blk_7996616083434301906 src: /10.251.123.195:53947 dest: /10.251.123.195:50010,blk_7996616083434301906,2,46,0,83,50,38,0,0,0,0,0,0
081109 232829 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,blk_1636660629634995787,0,105,1,92,52,44,0,0,0,0,1,0
081111 085922 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2713941272199175167 is added to invalidSet of 10.251.38.53:50010,blk_2713941272199175167,1,50,1,94,60,34,1,0,0,0,1,0
081111 035010 19149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8123824094195108685 src: /10.251.194.213:54308 dest: /10.251.194.213:50010,blk_-8123824094195108685,1,51,2,100,56,29,1,0,0,0,1,0
081111 100417 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.101:50010 is added to blk_6451403582950672007 size 67108864,blk_6451403582950672007,1,45,0,81,48,34,0,0,0,0,0,0
081111 100414 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_5489815612272797790 size 67108864,blk_5489815612272797790,1,107,0,82,51,48,1,0,0,0,0,0
081111 031650 18225 INFO dfs.DataNode$PacketResponder: Received block blk_3777399812922072863 of size 67108864 from /10.251.199.225,blk_3777399812922072863,2,73,2,93,42,51,0,0,0,0,1,0
081110 103141 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-5972745462629982078 is added to invalidSet of 10.251.31.5:50010,blk_-5972745462629982078,1,88,0,100,47,54,0,0,0,0,0,0
081110 000136 4627 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7656610147924319419 terminating,blk_-7656610147924319419,1,57,1,83,30,27,0,0,0,0,1,0
081111 023247 19 INFO dfs.FSDataset: Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,blk_-626413149556394155,0,51,1,100,33,44,0,0,0,0,1,0
081111 063923 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864,blk_-7282356322111075290,2,110,0,91,60,38,1,0,0,0,0,0
081110 123252 11126 INFO dfs.DataNode$PacketResponder: Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,blk_-1201318815778694289,1,72,0,92,50,35,0,0,0,0,0,0
081110 014536 6005 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_4404895858852856851 terminating,blk_4404895858852856851,1,34,2,93,34,40,1,0,0,0,1,0
081110 103114 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_358331073189608564 is added to invalidSet of 10.251.67.225:50010,blk_358331073189608564,2,43,1,85,35,55,0,0,0,0,0,0
081111 045911 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7985144765168396303 size 67108864,blk_-7985144765168396303,1,73,1,82,40,25,1,0,0,0,0,0
081111 100824 26391 INFO dfs.DataNode$DataXceiver: Receiving block blk_8303284829424905326 src: /10.251.70.37:47359 dest: /10.251.70.37:50010,blk_8303284829424905326,1,83,1,94,46,35,0,0,0,0,0,0
081111 071611 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000997_0/part-00997. blk_-500534246236005335,blk_-500534246236005335,0,59,1,98,30,46,1,0,0,0,0,0
081111 084721 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_4473390551542202999 size 67108864,blk_4473390551542202999,0,59,1,87,45,33,1,0,0,0,1,0
081111 041734 19799 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2261089810991980611 terminating,blk_2261089810991980611,0,122,2,83,55,54,1,0,0,0,1,0
081111 065511 19 INFO dfs.FSDataset: Deleting block blk_6943254721518837570 file /mnt/hadoop/dfs/data/current/subdir41/blk_6943254721518837570,blk_6943254721518837570,1,63,2,80,42,37,1,0,0,0,1,0
081111 013400 17543 INFO dfs.DataNode$DataXceiver: 10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38,blk_-8674089929114017279,0,90,0,81,45,44,1,0,0,0,0,0
081109 210551 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,blk_673825774073966710,1,113,1,86,46,45,1,0,0,0,1,0
081111 051411 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.225:50010 is added to blk_8323519561483823145 size 67108864,blk_8323519561483823145,1,118,1,90,39,38,0,0,0,0,1,0
081111 044546 19 INFO dfs.FSDataset: Deleting block blk_-5934436507161953485 file /mnt/hadoop/dfs/data/current/subdir33/blk_-5934436507161953485,blk_-5934436507161953485,2,86,0,97,30,35,0,0,0,0,0,0
081111 100245 26152 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_1408672604432845193 terminating,blk_1408672604432845193,2,107,1,82,41,42,0,0,0,0,0,0
081111 034105 18847 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2529569087635823495 terminating,blk_2529569087635823495,1,99,0,82,40,40,1,0,0,0,0,0
081110 103631 19 INFO dfs.FSDataset: Deleting block blk_-1111344660779690782 file /mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,blk_-1111344660779690782,1,84,2,93,35,37,1,0,0,0,1,0
081111 063053 21803 INFO dfs.DataNode$PacketResponder: Received block blk_2616961363639592748 of size 67108864 from /10.251.202.134,blk_2616961363639592748,1,92,1,96,57,54,0,0,0,0,1,0
081109 204005 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_7128370237687728475 size 67108864,blk_7128370237687728475,0,109,0,85,55,50,1,0,0,0,0,0
081110 212039 14833 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3755116621101133849 terminating,blk_3755116621101133849,2,114,1,98,30,36,1,0,0,0,1,0
081111 063859 22169 INFO dfs.DataNode$DataXceiver: Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010,blk_1606295458729964667,2,44,0,82,39,49,0,0,0,0,0,0
081110 222455 16220 INFO dfs.DataNode$PacketResponder: Received block blk_4294115716822011564 of size 67108864 from /10.251.43.210,blk_4294115716822011564,2,101,0,90,35,45,0,0,0,0,0,0
081111 101206 26380 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-3228470001178394592 terminating,blk_-3228470001178394592,2,69,2,87,35,30,0,0,0,0,1,0
081111 044328 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-328970571549408286 is added to invalidSet of 10.251.214.32:50010,blk_-328970571549408286,1,82,0,92,36,39,1,0,0,0,0,0
081110 103558 19 INFO dfs.FSDataset: Deleting block blk_561417755647618727 file /mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,blk_561417755647618727,1,104,2,84,34,34,0,0,0,0,1,0
081110 224938 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864,blk_-5718873743060788176,1,113,1,89,59,55,0,0,0,0,1,0
081111 044700 19 INFO dfs.FSDataset: Deleting block blk_-1046472716157313227 file /mnt/hadoop/dfs/data/current/subdir62/blk_-1046472716157313227,blk_-1046472716157313227,2,105,0,81,54,46,1,0,0,0,0,0
081110 103149 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010,blk_8871064397020855320,0,105,1,90,58,46,1,0,0,0,1,0
081111 093703 25622 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_3378157549705391333 terminating,blk_3378157549705391333,0,115,1,94,57,45,1,0,0,0,1,0
081109 224054 3560 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,blk_2879780987351022871,2,92,1,90,58,41,1,0,0,0,0,0
081110 115734 10668 INFO dfs.DataNode$PacketResponder: Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,blk_-2117066166574895060,1,69,0,85,44,27,1,0,0,0,0,0
081110 110827 9664 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_3318864983801406136 terminating,blk_3318864983801406136,0,98,2,96,33,30,1,0,0,0,1,0
081111 084228 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001394_0/part-01394. blk_-1101091099241306483,blk_-1101091099241306483,1,124,0,81,59,55,1,0,0,0,0,0
081111 071510 22974 INFO dfs.DataNode$PacketResponder: Received block blk_-1846853350696018836 of size 67108864 from /10.250.15.67,blk_-1846853350696018836,2,81,1,92,43,26,0,0,0,0,1,0
081111 045623 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand5/_temporary/_task_200811101024_0011_m_000040_0/part-00040. blk_1253515519191706153,blk_1253515519191706153,1,53,2,83,30,25,0,0,0,0,1,0
081111 100903 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_5646792755154529338 size 67108864,blk_5646792755154529338,1,61,1,88,60,36,0,0,0,0,0,0
081110 104018 9085 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-3452734573703603740 terminating,blk_-3452734573703603740,2,52,1,81,47,51,1,0,0,0,1,0
081110 152147 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.37:50010 is added to blk_300967862449910205 size 67108864,blk_300967862449910205,1,97,1,100,44,47,1,0,0,0,1,0
081111 044311 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-1227720343537039835 is added to invalidSet of 10.251.202.134:50010,blk_-1227720343537039835,1,108,1,99,58,26,1,0,0,0,0,0
081111 042625 19958 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7350482598011027441 src: /10.250.7.96:41476 dest: /10.250.7.96:50010,blk_-7350482598011027441,1,104,1,95,51,37,0,0,0,0,1,0
081110 144100 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864,blk_-2916658835497879256,1,104,1,92,31,45,0,0,0,0,0,0
081111 041811 19543 INFO dfs.DataNode$DataXceiver: Receiving block blk_5335498635665743905 src: /10.251.73.220:50095 dest: /10.251.73.220:50010,blk_5335498635665743905,2,88,0,85,41,52,0,0,0,0,0,0
081111 075933 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_-7522572236891389139 size 67108864,blk_-7522572236891389139,0,73,0,91,34,32,0,0,0,0,0,0
081110 014002 5798 INFO dfs.DataNode$DataXceiver: Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010,blk_7229716389774599497,1,99,0,98,30,48,0,0,0,0,0,0
081110 103147 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010,blk_-2589662411410634043,1,110,1,98,31,47,0,0,0,0,1,0
081111 083418 24490 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-808401720390253471 terminating,blk_-808401720390253471,1,36,1,83,50,26,1,0,0,0,1,0
081111 063316 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2654726224018724510 size 67108864,blk_-2654726224018724510,0,35,2,89,57,53,1,0,0,0,1,0
081111 072818 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001195_0/part-01195. blk_5708405953850477535,blk_5708405953850477535,2,97,1,88,48,33,1,0,0,0,1,0
081110 093831 8571 INFO dfs.DataNode$DataXceiver: 10.251.106.10:50010 Served block blk_2273334621242106674 to /10.251.106.10,blk_2273334621242106674,4,248,4,43,93,70,5,1,1,1,1,0
081110 114449 10421 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,blk_-8876879715755468215,1,100,1,91,36,38,1,0,0,0,0,0
081111 090208 19 INFO dfs.FSDataset: Deleting block blk_6051144263842600010 file /mnt/hadoop/dfs/data/current/subdir42/blk_6051144263842600010,blk_6051144263842600010,0,91,1,96,42,34,0,0,0,0,0,0
081111 082952 24363 INFO dfs.DataNode$PacketResponder: Received block blk_5813923864071791162 of size 67108864 from /10.251.125.193,blk_5813923864071791162,2,112,2,93,36,35,1,0,0,0,1,0
081111 073230 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.175:50010 is added to blk_2460145905812664251 size 67108864,blk_2460145905812664251,1,120,2,82,35,52,0,0,0,0,1,0
081111 062735 22030 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_4877808040461609832 terminating,blk_4877808040461609832,1,113,2,90,37,52,1,0,0,0,1,0
081109 204132 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_3050920587428079149 size 67108864,blk_3050920587428079149,1,102,0,80,33,53,0,0,0,0,0,0
081110 103403 19 INFO dfs.FSDataset: Deleting block blk_-8775602795571523802 file /mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802,blk_-8775602795571523802,1,53,1,84,43,39,1,0,0,0,1,0
081110 215813 15758 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5908283405801966540 terminating,blk_-5908283405801966540,0,59,1,93,38,32,0,0,0,0,1,0
081111 045125 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_7434237665308221519 size 67108864,blk_7434237665308221519,1,58,2,93,46,48,0,0,0,0,1,0
081111 023328 19 INFO dfs.FSDataset: Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,blk_9014154925388243050,2,99,1,93,38,51,1,0,0,0,0,0
081110 123453 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,blk_-1435656632270396446,1,44,1,83,45,30,0,0,0,0,1,0
081110 213448 15242 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8974021306351083168 src: /10.251.91.15:40699 dest: /10.251.91.15:50010,blk_-8974021306351083168,2,32,1,87,52,48,1,0,0,0,1,0
081110 114309 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430,blk_4984150784048864430,2,83,1,80,54,31,0,0,0,0,1,0
081110 221033 15695 INFO dfs.DataNode$PacketResponder: Received block blk_-8835758154471700679 of size 67108864 from /10.251.73.188,blk_-8835758154471700679,2,70,1,99,31,41,1,0,0,0,1,0
081110 003441 4986 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,blk_-2015110815660478655,0,70,1,85,59,44,1,0,0,0,1,0
081109 233849 4087 INFO dfs.DataNode$PacketResponder: Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,blk_-3455521536483250153,2,78,1,90,43,32,0,0,0,0,0,0
081110 210450 19 INFO dfs.FSDataset: Deleting block blk_-1750007847201154657 file /mnt/hadoop/dfs/data/current/subdir1/blk_-1750007847201154657,blk_-1750007847201154657,1,118,0,80,39,37,0,0,0,0,0,0
081109 212703 2053 INFO dfs.DataNode$PacketResponder: Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,blk_-967145856473901804,0,80,1,100,34,33,1,0,0,0,0,0
081111 044720 19 INFO dfs.FSDataset: Deleting block blk_-2890295200276774269 file /mnt/hadoop/dfs/data/current/subdir29/blk_-2890295200276774269,blk_-2890295200276774269,1,88,0,83,31,50,1,0,0,0,0,0
081111 051129 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.227:50010 is added to blk_5781791720343455145 size 67108864,blk_5781791720343455145,1,90,1,95,37,49,1,0,0,0,0,0
081110 210540 19 INFO dfs.FSDataset: Deleting block blk_3921292580505776296 file /mnt/hadoop/dfs/data/current/subdir57/blk_3921292580505776296,blk_3921292580505776296,0,91,1,90,56,38,1,0,0,0,1,0
081110 112744 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864,blk_1021828391502582165,2,55,1,94,42,40,1,0,0,0,0,0
081110 151115 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4208396523159735354 size 67108864,blk_-4208396523159735354,1,103,2,85,52,25,0,0,0,0,1,0
081110 121156 11034 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,blk_-7411687001739959508,2,59,2,91,35,40,0,0,0,0,1,0
081111 042024 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.166:50010 is added to blk_-2332150303475653460 size 67108864,blk_-2332150303475653460,2,42,2,94,39,26,0,0,0,0,1,0
081111 082730 24531 INFO dfs.DataNode$PacketResponder: Received block blk_-3023983271692989109 of size 67108864 from /10.251.110.68,blk_-3023983271692989109,2,114,2,93,52,29,1,0,0,0,1,0
081110 103621 19 INFO dfs.FSDataset: Deleting block blk_-1775264355226395799 file /mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799,blk_-1775264355226395799,1,85,1,85,36,33,1,0,0,0,0,0
081110 211108 14882 INFO dfs.DataNode$PacketResponder: Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,blk_4182287230523664560,1,77,2,81,41,30,0,0,0,0,1,0
081111 071746 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_-6464763289185102366 size 67108864,blk_-6464763289185102366,0,71,0,90,58,41,1,0,0,0,0,0
081111 024133 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,blk_6748710057489679257,0,42,2,100,54,33,1,0,0,0,1,0
081109 211038 1490 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-5073870177832699716 terminating,blk_-5073870177832699716,0,50,1,95,38,39,0,0,0,0,1,0
081111 094415 25901 INFO dfs.DataNode$DataXceiver: Receiving block blk_1859772752119590543 src: /10.251.42.246:57741 dest: /10.251.42.246:50010,blk_1859772752119590543,1,104,0,83,47,49,1,0,0,0,0,0
081110 224746 16694 INFO dfs.DataNode$PacketResponder: Received block blk_-5534560875087182998 of size 67108864 from /10.250.7.230,blk_-5534560875087182998,1,78,1,100,32,36,0,0,0,0,1,0
